Year,Player,Team,Position,GP,PPTOI,PPGoals,PPTotal_Assists,PPFirst_Assists,PPSecond_Assists,PPTotal_Points,PPShots,PPSHPer,PPiCF,PPiFF,PPiSCF,PPiHDCF,PPRush_Attempts,PPRebounds_Created,PPPIM,PPTotal_Penalties,PPMinor,PPMajor,PPMisconduct,PPPenalties_Drawn,PPGiveaways,PPTakeaways,PPHits,PPHits_Taken,PPShots_Blocked,PPFaceoffs_Won,PPFaceoffs_Lost,PPFaceoffs_Per
2015,Jeff Petry,"EDM, MTL",D,78,100.3333333,1,3,1,2,4,18,5.56,40,24,7,0,0,3,4,2,2,0,0,0,2,0,1,2,1,0,0,-
2015,Artem Anisimov,CBJ,C,52,83.11666667,0,4,4,0,4,13,0,23,19,16,8,0,1,0,0,0,0,0,1,5,0,3,6,0,12,13,48
2015,Chris Terry,CAR,L,57,68.3,3,1,0,1,4,9,33.33,17,14,12,4,0,0,2,1,1,0,0,0,2,0,1,2,0,1,1,50
2015,Colton Sceviour,DAL,C,71,74.98333333,0,4,0,4,4,12,0,21,16,14,6,1,1,5,1,0,1,0,0,1,0,1,2,0,7,9,43.75
2015,Alec Martinez,L.A,D,56,108.7666667,1,3,3,0,4,18,5.56,53,32,11,2,0,2,2,1,1,0,0,0,1,0,3,2,2,0,0,-
2015,Jakob Silfverberg,ANA,R,81,46.63333333,2,2,2,0,4,6,33.33,8,7,6,0,0,0,2,1,1,0,0,0,2,0,0,1,0,0,2,0
2015,John Moore,"ARI, NYR",D,57,73.91666667,0,4,1,3,4,14,0,28,21,9,1,0,2,5,1,0,1,0,0,3,2,1,2,1,0,0,-
2015,Cody Eakin,DAL,C,78,104.0666667,2,2,1,1,4,14,14.29,23,18,14,9,0,0,4,2,2,0,0,2,3,1,2,6,0,23,27,46
2015,Johan Larsson,BUF,C,39,49.76666667,1,3,1,2,4,9,11.11,16,14,12,8,0,3,0,0,0,0,0,0,1,0,1,3,0,17,25,40.48
2015,Jon Merrill,N.J,D,66,65.81666667,2,2,1,1,4,5,40,10,7,3,0,0,0,0,0,0,0,0,0,2,1,0,5,1,0,0,-
2015,Erik Gudbranson,FLA,D,76,66.85,0,4,1,3,4,13,0,28,23,6,0,0,2,14,4,2,2,0,2,0,0,2,3,0,0,0,-
2015,Mark Arcobello,"ARI, EDM, NSH, PIT",R,77,66.95,1,3,2,1,4,13,7.69,25,19,15,5,0,2,6,3,3,0,0,1,5,0,1,4,0,35,19,64.81
2015,Matt Nieto,S.J,L,72,70.1,1,3,1,2,4,11,9.09,15,13,9,6,1,2,0,0,0,0,0,1,2,0,1,6,0,0,0,-
2015,Zemgus Girgensons,BUF,C,61,125.8333333,1,3,1,2,4,8,12.5,21,17,17,7,0,2,9,3,2,1,0,2,0,0,1,16,2,53,62,46.09
2015,Cody Ceci,OTT,D,81,82.13333333,1,3,2,1,4,18,5.56,27,19,4,0,0,4,0,0,0,0,0,0,3,0,1,0,0,0,0,-
2015,Derrick Pouliot,PIT,D,34,84.66666667,1,3,2,1,4,16,6.25,34,20,15,4,2,2,0,0,0,0,0,0,4,0,2,3,0,0,0,-
2015,Chris Tierney,S.J,C,43,33.58333333,1,3,2,1,4,4,25,7,5,4,2,0,0,0,0,0,0,0,0,2,0,0,1,0,8,8,50
2015,Damien Brunner,N.J,R,17,48,0,4,2,2,4,8,0,16,12,4,2,0,2,0,0,0,0,0,1,1,0,1,2,0,0,0,-
2015,Alexander Wennberg,CBJ,C,68,97.35,1,3,2,1,4,5,20,14,9,9,6,0,0,2,1,1,0,0,0,2,0,2,4,0,16,18,47.06
2015,Pascal Dupuis,PIT,R,16,28.66666667,2,1,1,0,3,6,33.33,10,9,9,3,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,-
2015,Francois Beauchemin,ANA,D,64,96.51666667,2,1,0,1,3,23,8.7,45,32,8,1,1,2,5,1,0,1,0,0,2,0,2,3,0,0,0,-
2015,Dan Hamhuis,VAN,D,59,102,1,2,2,0,3,10,10,24,12,9,0,1,4,7,2,1,1,0,1,3,0,4,5,1,0,0,-
2015,Vernon Fiddler,DAL,C,80,39.53333333,3,0,0,0,3,9,33.33,13,12,7,3,0,0,9,3,2,1,0,1,2,0,0,2,0,11,16,40.74
2015,Joffrey Lupul,TOR,L,55,118.5333333,2,1,1,0,3,16,12.5,31,26,25,12,0,3,2,1,1,0,0,0,2,2,9,10,0,2,0,100
2015,Mike Richards,L.A,C,53,66.93333333,1,2,1,1,3,10,10,19,16,9,3,0,1,17,3,1,1,1,1,4,0,1,6,0,16,20,44.44
2015,Bryan Bickell,CHI,L,80,58.1,1,2,1,1,3,4,25,10,7,8,5,0,1,7,2,1,1,0,3,0,1,3,1,0,0,0,-
2015,Nikita Nikitin,EDM,D,42,72.65,2,1,0,1,3,9,22.22,30,16,4,0,0,2,0,0,0,0,0,0,4,0,0,2,0,0,0,-
2015,Rene Bourque,"ANA, CBJ, MTL",R,51,45.65,2,1,0,1,3,5,40,9,7,5,5,0,0,2,1,1,0,0,0,1,0,2,3,0,0,0,-
2015,Marc-Edouard Vlasic,S.J,D,70,98.6,0,3,0,3,3,15,0,33,22,11,1,1,2,8,4,4,0,0,2,2,2,3,2,0,0,0,-
2015,Dan Girardi,NYR,D,82,121.5833333,1,2,1,1,3,28,3.57,50,37,23,5,0,2,0,0,0,0,0,0,5,0,2,7,2,0,0,-
2015,Jamie McBain,L.A,D,26,45.48333333,1,2,0,2,3,7,14.29,20,10,6,1,1,0,2,1,1,0,0,0,0,0,0,1,2,0,0,-
2015,Alex Killorn,T.B,L,71,144.8,1,2,1,1,3,14,7.14,30,23,28,13,0,3,10,5,5,0,0,3,5,1,3,12,0,1,1,50
2015,Josh Bailey,NYI,R,70,115.1166667,1,2,0,2,3,9,11.11,17,13,12,6,0,4,2,1,1,0,0,1,5,3,1,4,0,3,7,30
2015,Antoine Roussel,DAL,L,80,50.43333333,0,3,1,2,3,5,0,11,10,11,9,0,1,54,15,7,8,0,1,4,2,3,1,0,0,1,0
2015,Mike Hoffman,OTT,L,79,137.85,1,2,1,1,3,18,5.56,51,32,19,1,2,4,4,2,2,0,0,1,7,3,0,5,0,1,0,100
2015,Peter Holland,TOR,C,62,68.25,1,2,1,1,3,5,20,7,6,3,2,0,0,2,1,1,0,0,0,2,3,3,2,0,12,15,44.44
2015,Kevin Connauton,"CBJ, DAL",D,62,101.6166667,0,3,2,1,3,20,0,39,28,8,1,1,5,0,0,0,0,0,1,2,0,2,2,0,0,0,-
2015,Matt Irwin,S.J,D,53,70.88333333,1,2,2,0,3,16,6.25,36,21,6,2,1,1,2,1,1,0,0,0,1,1,0,7,2,0,0,-
2015,Charlie Coyle,MIN,C,82,105.75,1,2,1,1,3,16,6.25,23,19,17,12,0,2,13,4,3,1,0,0,2,0,2,6,0,15,28,34.88
2015,Brett Connolly,"BOS, T.B",R,55,110.9333333,2,1,0,1,3,11,18.18,23,19,16,8,0,3,8,4,4,0,0,1,2,0,5,4,0,5,6,45.45
2015,Adam Lowry,WPG,C,80,46.21666667,0,3,1,2,3,2,0,8,6,5,5,0,0,6,3,3,0,0,1,0,0,2,6,0,15,11,57.69
2015,Adam Clendening,"CHI, VAN",D,21,43.76666667,1,2,1,1,3,2,50,10,5,4,0,0,0,2,1,1,0,0,0,1,0,0,1,1,0,0,-
2015,Dmitrij Jaskin,STL,R,54,56.63333333,3,0,0,0,3,17,17.65,23,22,21,11,0,4,0,0,0,0,0,0,2,0,3,6,1,2,1,66.67
2015,J.T. Miller,NYR,L,58,52.4,2,1,1,0,3,6,33.33,10,8,6,5,0,0,17,3,1,1,1,1,3,1,0,1,0,22,25,46.81
2015,Seth Griffith,BOS,C,30,52.8,1,2,0,2,3,5,20,9,7,5,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0
2015,Andre Burakovsky,WSH,L,53,61.61666667,2,1,0,1,3,5,40,10,8,5,1,0,0,2,1,1,0,0,0,1,3,0,8,0,1,1,50
2015,David Pastrnak,BOS,R,46,77.66666667,2,1,0,1,3,10,20,17,14,6,2,1,0,0,0,0,0,0,0,2,0,1,4,0,1,0,100
2015,Jiri Sekac,"ANA, MTL",L,69,45.26666667,2,1,0,1,3,3,66.67,8,7,7,0,0,0,4,2,2,0,0,0,0,0,2,5,0,0,0,-
2015,Michael Ryder,N.J,R,47,71.05,0,2,1,1,2,10,0,21,15,12,3,0,0,2,1,1,0,0,0,4,1,1,1,0,0,1,0
2015,R.J. Umberger,PHI,C,67,88.38333333,2,0,0,0,2,8,25,14,13,13,12,0,1,11,4,3,1,0,3,1,1,1,6,0,0,2,0
2015,Carlo Colaiacovo,PHI,D,33,23.06666667,0,2,1,1,2,3,0,6,4,3,1,0,1,0,0,0,0,0,0,0,2,1,1,0,0,0,-
2015,Jay Harrison,"CAR, WPG",D,55,30.46666667,1,1,0,1,2,7,14.29,12,12,6,3,1,1,9,3,2,1,0,1,0,1,2,0,0,0,0,-
2015,Christian Ehrhoff,PIT,D,49,99.75,0,2,0,2,2,18,0,46,33,11,0,1,5,0,0,0,0,0,0,2,0,3,4,0,0,0,-
2015,David Moss,ARI,R,60,23.58333333,1,1,1,0,2,7,14.29,10,10,10,8,0,3,2,1,1,0,0,0,0,0,1,3,0,0,0,-
2015,Sean Bergenheim,"FLA, MIN",L,56,23.25,0,2,1,1,2,5,0,6,6,6,3,0,1,2,1,1,0,0,0,1,2,2,1,0,0,0,-
2015,David Jones,CGY,R,67,64.23333333,2,0,0,0,2,7,28.57,13,10,10,10,0,1,0,0,0,0,0,0,0,0,2,3,0,2,3,40
2015,Mike Santorelli,"NSH, TOR",C,79,29.45,0,2,0,2,2,4,0,5,4,5,2,0,0,2,1,1,0,0,0,1,1,2,2,1,9,5,64.29
2015,Matt Hunwick,NYR,D,55,30.93333333,0,2,1,1,2,4,0,9,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Brad Marchand,BOS,L,77,76.25,2,0,0,0,2,9,22.22,15,13,10,4,0,2,13,5,4,1,0,0,3,1,2,4,0,5,6,45.45
2015,David Schlemko,"ARI, CGY, DAL",D,44,20.53333333,0,2,0,2,2,4,0,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2015,Justin Braun,S.J,D,70,35.8,0,2,1,1,2,7,0,15,10,3,1,0,1,16,4,3,0,1,2,0,0,0,3,1,0,0,-
2015,Paul Postma,WPG,D,42,44.81666667,2,0,0,0,2,5,40,12,5,4,2,0,0,4,2,2,0,0,0,1,2,0,1,2,0,0,-
2015,Brendan Smith,DET,D,76,17.33333333,0,2,1,1,2,1,0,3,2,1,0,0,0,13,5,4,1,0,0,1,0,1,1,1,0,0,-
2015,Lars Eller,MTL,C,77,36,1,1,0,1,2,7,14.29,7,7,3,0,0,1,6,3,3,0,0,1,0,0,0,7,0,11,8,57.89
2015,Zach Bogosian,"BUF, WPG",D,62,98.11666667,0,2,1,1,2,21,0,43,24,9,0,1,1,2,1,1,0,0,1,0,2,2,1,3,0,0,-
2015,Michal Jordan,CAR,D,38,38.71666667,2,0,0,0,2,8,25,11,9,5,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,-
2015,Jordie Benn,DAL,D,73,49.81666667,0,2,2,0,2,2,0,7,3,2,0,0,0,2,1,1,0,0,0,2,0,2,0,0,0,0,-
2015,Jacob Josefson,N.J,C,62,32.46666667,0,2,0,2,2,2,0,3,2,3,1,0,0,2,1,1,0,0,1,3,0,0,5,0,11,11,50
2015,Taylor Beck,NSH,L,62,41.15,2,0,0,0,2,4,50,6,6,6,6,0,1,2,1,1,0,0,0,0,0,0,3,0,1,1,50
2015,Richard Panik,TOR,R,76,59.3,2,0,0,0,2,7,28.57,10,10,9,6,0,2,11,4,3,1,0,2,2,2,1,1,1,0,2,0
2015,Mattias Ekholm,NSH,D,80,49.75,1,1,0,1,2,5,20,19,7,5,0,0,2,8,4,4,0,0,0,0,0,0,1,0,0,0,-
2015,Christopher Tanev,VAN,D,70,36.43333333,0,2,0,2,2,2,0,8,3,3,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-
2015,Teemu Pulkkinen,DET,L,31,74.21666667,1,1,0,1,2,21,4.76,42,31,14,4,0,3,0,0,0,0,0,0,1,0,1,1,0,0,0,-
2015,Taylor Fedun,S.J,D,7,12.8,0,2,1,1,2,4,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Justin Fontaine,MIN,R,71,25.76666667,0,2,1,1,2,2,0,5,5,4,3,0,0,0,0,0,0,0,0,2,0,0,4,0,1,0,100
2015,Nikita Nesterov,T.B,D,27,14.53333333,1,1,0,1,2,5,20,13,8,3,0,0,0,2,1,1,0,0,0,0,0,1,0,0,0,0,-
2015,Iiro Pakarinen,EDM,R,17,14.93333333,0,2,0,2,2,4,0,5,4,1,0,0,0,2,1,1,0,0,0,0,0,0,2,0,1,0,100
2015,Tobias Rieder,ARI,R,72,100.6666667,0,2,0,2,2,8,0,16,12,14,7,0,0,0,0,0,0,0,0,2,0,6,9,0,0,0,-
2015,Tomas Jurco,DET,L,63,71.05,1,1,1,0,2,12,8.33,20,14,12,4,0,4,2,1,1,0,0,0,1,2,1,2,0,0,0,-
2015,Markus Granlund,CGY,C,48,24.73333333,1,1,0,1,2,2,50,5,3,3,2,0,0,4,2,2,0,0,0,0,0,0,4,0,10,10,50
2015,Nathan Beaulieu,MTL,D,64,47.48333333,0,2,2,0,2,11,0,16,15,7,1,0,0,7,2,1,1,0,1,0,0,0,0,1,0,0,-
2015,Oscar Klefbom,EDM,D,60,27.51666667,0,2,1,1,2,5,0,13,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
2015,Stuart Percy,TOR,D,9,13.15,0,2,2,0,2,2,0,6,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
2015,Vladislav Namestnikov,T.B,C,43,33.28333333,1,1,1,0,2,3,33.33,6,5,5,2,0,1,5,1,0,1,0,0,0,0,2,1,0,8,10,44.44
2015,Matt Tennyson,S.J,D,27,47.51666667,1,1,0,1,2,5,20,16,10,2,1,0,0,0,0,0,0,0,0,1,0,0,4,1,0,0,-
2015,Olli Maatta,PIT,D,20,27.05,0,2,0,2,2,6,0,10,7,2,1,0,1,2,1,1,0,0,0,0,0,1,0,0,0,0,-
2015,Mikhail Grigorenko,BUF,C,25,27.03333333,1,1,0,1,2,5,20,7,6,4,1,1,0,0,0,0,0,0,0,3,0,0,1,0,16,7,69.57
2015,Michael Raffl,PHI,L,67,28.58333333,2,0,0,0,2,6,33.33,7,7,6,2,1,0,2,1,1,0,0,0,0,0,3,0,0,1,1,50
2015,Leon Draisaitl,EDM,C,37,68.01666667,1,1,0,1,2,10,10,16,14,12,4,0,1,0,0,0,0,0,0,5,0,0,4,0,16,29,35.56
2015,Chris Phillips,OTT,D,36,10.6,0,1,0,1,1,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Dainius Zubrus,N.J,C,74,21.18333333,0,1,1,0,1,0,0,0,0,0,0,0,0,4,2,2,0,0,0,1,0,1,0,0,1,2,33.33
2015,Brad Stuart,COL,D,65,21.18333333,0,1,0,1,1,2,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Chris Neil,OTT,R,38,5.7,1,0,0,0,1,1,100,1,1,1,1,0,0,12,3,1,2,0,1,0,0,0,1,0,0,0,-
2015,Jordan Leopold,"CBJ, MIN, STL",D,43,11.43333333,1,0,0,0,1,4,25,4,4,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Derek MacKenzie,FLA,C,82,14.71666667,1,0,0,0,1,3,33.33,4,3,2,2,0,1,8,4,4,0,0,2,0,0,0,4,0,7,12,36.84
2015,Ron Hainsey,CAR,D,81,23.06666667,0,1,1,0,1,3,0,3,3,2,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2015,Nick Schultz,PHI,D,80,16.16666667,0,1,1,0,1,1,0,1,1,0,0,0,0,5,1,0,1,0,2,0,0,0,0,2,0,0,-
2015,Paul Martin,PIT,D,74,121.2333333,0,1,1,0,1,9,0,22,13,5,1,0,0,0,0,0,0,0,0,2,0,2,3,5,0,0,-
2015,Dominic Moore,NYR,C,82,3.933333333,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,83.33
2015,Matt Hendricks,EDM,L,71,18.36666667,0,1,1,0,1,2,0,2,2,2,1,0,0,21,6,3,3,0,2,0,0,2,1,0,1,0,100
2015,Fedor Tyutin,CBJ,D,67,21.26666667,0,1,1,0,1,3,0,4,3,2,0,0,0,2,1,1,0,0,0,1,0,2,1,2,0,0,-
2015,Jordin Tootoo,N.J,R,68,56.86666667,1,0,0,0,1,4,25,8,8,8,4,0,1,27,6,1,5,0,1,1,1,1,3,0,1,0,100
2015,Kevin Bieksa,VAN,D,60,86.68333333,0,1,0,1,1,7,0,21,13,6,1,0,1,9,3,2,1,0,0,3,1,0,3,1,0,0,-
2015,Brooks Laich,WSH,C,66,25.11666667,0,1,1,0,1,2,0,2,2,2,2,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,-
2015,Tomas Fleischmann,"ANA, FLA",L,66,75.65,0,1,1,0,1,13,0,22,17,11,4,0,2,2,1,1,0,0,0,1,1,1,6,0,1,1,50
2015,Scottie Upshall,FLA,R,63,28.56666667,0,1,1,0,1,3,0,6,4,4,2,0,0,2,1,1,0,0,0,0,0,2,1,0,3,2,60
2015,Boyd Gordon,EDM,C,68,34.56666667,1,0,0,0,1,5,20,8,8,6,5,0,0,0,0,0,0,0,0,0,0,0,2,0,35,38,47.95
2015,Andre Benoit,BUF,D,59,72.66666667,0,1,1,0,1,6,0,14,10,3,1,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,-
2015,Eric Fehr,WSH,C,75,13.48333333,1,0,0,0,1,2,50,7,6,6,3,0,0,8,4,4,0,0,1,0,0,0,0,0,12,9,57.14
2015,Matt Carle,T.B,D,59,42.03333333,1,0,0,0,1,4,25,10,6,2,1,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,-
2015,Lee Stempniak,"NYR, WPG",R,71,66.73333333,0,1,1,0,1,11,0,22,14,14,6,0,2,0,0,0,0,0,0,4,0,0,4,0,0,5,0
2015,Brad Richardson,VAN,"C, R",45,7.85,0,1,1,0,1,0,0,1,1,1,1,0,1,12,3,1,2,0,2,0,0,0,0,0,2,3,40
2015,Drew Miller,DET,L,82,8.75,0,1,1,0,1,0,0,0,0,0,0,0,0,7,2,1,1,0,1,0,0,2,0,1,0,0,-
2015,David Clarkson,"CBJ, TOR",R,61,117.15,1,0,0,0,1,18,5.56,32,27,22,17,0,2,17,7,6,1,0,2,3,0,8,14,0,2,5,28.57
2015,Kyle Chipchura,ARI,C,70,9.85,1,0,0,0,1,1,100,1,1,1,0,0,0,21,6,3,3,0,0,0,0,0,3,0,3,3,50
2015,Andrej Meszaros,BUF,D,60,90.3,1,0,0,0,1,18,5.56,34,27,4,2,1,1,2,1,1,0,0,0,2,0,1,2,2,0,0,-
2015,Blake Comeau,PIT,L,61,58.23333333,0,1,1,0,1,11,0,21,14,9,3,0,2,6,3,3,0,0,0,0,0,5,4,1,3,0,100
2015,Mikhail Grabovski,NYI,C,51,73.08333333,0,1,0,1,1,7,0,10,9,10,7,0,1,0,0,0,0,0,0,2,2,0,7,0,10,5,66.67
2015,Mason Raymond,CGY,L,57,117.1833333,0,1,0,1,1,18,0,31,23,18,9,0,5,0,0,0,0,0,1,5,0,0,5,0,0,1,0
2015,Andy Greene,N.J,D,82,44.36666667,0,1,1,0,1,2,0,8,6,7,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,-
2015,Ryan Hamilton,EDM,L,16,16.88333333,1,0,0,0,1,1,100,1,1,1,1,0,0,2,1,1,0,0,0,0,0,2,1,0,0,1,0
2015,Leo Komarov,TOR,C,62,7.6,0,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0
2015,Jamie McGinn,COL,L,19,38.36666667,1,0,0,0,1,8,12.5,11,11,9,7,0,0,2,1,1,0,0,0,0,1,2,1,0,0,0,-
2015,Cal Clutterbuck,NYI,R,76,12.65,0,1,1,0,1,2,0,3,2,2,0,0,0,10,5,5,0,0,0,0,0,0,0,0,1,0,100
2015,Patrik Berglund,STL,C,77,60.23333333,0,1,1,0,1,2,0,8,6,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,7,6,53.85
2015,James Sheppard,"NYR, S.J",C,71,46.86666667,0,1,1,0,1,2,0,4,4,3,3,0,1,7,2,1,1,0,0,1,1,2,4,1,15,19,44.12
2015,Shawn Matthias,VAN,L,78,6.35,1,0,0,0,1,1,100,2,1,1,1,0,0,2,1,1,0,0,2,0,0,0,1,0,2,0,100
2015,Mark Letestu,CBJ,C,54,26.28333333,0,1,1,0,1,1,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,8,38.46
2015,Steven Kampfer,FLA,D,25,10.7,0,1,1,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
2015,Ian Cole,"PIT, STL",D,74,38.91666667,0,1,0,1,1,6,0,14,10,4,0,0,0,2,1,1,0,0,1,0,0,0,4,2,0,0,-
2015,Paul Byron,CGY,L,57,28.33333333,1,0,0,0,1,5,20,11,9,8,5,0,1,2,1,1,0,0,0,2,1,0,3,0,1,3,25
2015,Nick Spaling,PIT,C,82,21.56666667,1,0,0,0,1,1,100,3,3,3,2,0,0,0,0,0,0,0,0,0,0,1,2,0,2,2,50
2015,Dwight King,L.A,L,81,37.1,0,1,1,0,1,1,0,1,1,1,0,0,0,2,1,1,0,0,0,1,0,0,1,1,0,0,-
2015,TJ Brennan,TOR,D,6,21.61666667,0,1,0,1,1,5,0,9,6,3,0,0,1,2,1,1,0,0,0,1,0,0,0,0,0,0,-
2015,Carl Gunnarsson,STL,D,61,17.83333333,0,1,0,1,1,7,0,8,7,2,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,-
2015,Mikael Backlund,CGY,C,52,87.76666667,0,1,0,1,1,10,0,17,15,16,6,0,3,2,1,1,0,0,2,7,1,1,8,0,33,44,42.86
2015,Carl Hagelin,NYR,L,82,7.233333333,1,0,0,0,1,1,100,2,2,1,1,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,-
2015,Chris Mueller,NYR,C,7,13.15,1,0,0,0,1,4,25,8,7,7,3,0,0,0,0,0,0,0,0,2,0,0,1,0,12,1,92.31
2015,Cody Hodgson,BUF,C,78,104.2666667,0,1,0,1,1,19,0,36,23,23,6,0,2,4,2,2,0,0,0,1,0,1,6,0,32,26,55.17
2015,Slava Voynov,L.A,D,6,16.3,0,1,0,1,1,2,0,3,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,-
2015,Lance Bouma,CGY,"C, L",78,4.483333333,0,1,1,0,1,0,0,0,0,0,0,0,0,10,2,0,2,0,0,0,0,0,0,0,0,1,0
2015,Justin Hodgman,ARI,C,5,3.666666667,1,0,0,0,1,1,100,2,2,2,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,100
2015,Dylan Olsen,FLA,D,44,25.55,0,1,0,1,1,3,0,11,4,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2015,Simon Despres,"ANA, PIT",D,75,31.43333333,0,1,0,1,1,4,0,10,6,1,0,0,0,14,4,2,2,0,3,0,0,0,2,1,0,0,-
2015,Magnus Paajarvi,STL,L,10,3.216666667,0,1,0,1,1,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2015,Zack Kassian,VAN,R,42,27.05,1,0,0,0,1,5,20,9,8,4,2,0,1,12,6,6,0,0,1,1,1,0,1,0,0,1,0
2015,David Rundblad,CHI,D,49,26.65,0,1,1,0,1,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
2015,Marcus Foligno,BUF,L,57,52.06666667,0,1,0,1,1,4,0,9,8,8,7,0,0,12,3,1,2,0,0,1,0,2,4,0,6,3,66.67
2015,Casey Cizikas,NYI,C,70,9.95,0,1,0,1,1,2,0,4,2,4,2,0,0,2,1,1,0,0,0,0,0,0,1,0,12,9,57.14
2015,Erik Haula,MIN,"C, L",72,6.9,1,0,0,0,1,1,100,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,2,3,40
2015,Matt Fraser,"BOS, EDM",R,60,27.26666667,1,0,0,0,1,8,12.5,14,9,9,2,0,0,2,1,1,0,0,0,0,0,2,4,0,1,0,100
2015,Jason Zucker,MIN,L,51,43.56666667,1,0,0,0,1,4,25,5,5,1,1,0,0,2,1,1,0,0,0,3,0,1,3,0,0,0,-
2015,Devante Smith-Pelly,"ANA, MTL",R,74,66.91666667,0,1,0,1,1,6,0,10,9,8,5,1,0,6,3,3,0,0,1,2,0,3,4,0,0,6,0
2015,Brandon Gormley,ARI,D,27,14.7,1,0,0,0,1,2,50,4,2,1,0,0,1,0,0,0,0,0,0,1,0,1,2,1,0,0,-
2015,Jesper Fast,NYR,R,58,2.2,0,1,1,0,1,1,0,1,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2015,Micheal Ferland,CGY,L,26,9.083333333,0,1,1,0,1,1,0,3,2,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
2015,Brian Gibbons,CBJ,C,25,16.45,0,1,0,1,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-
2015,Raphael Diaz,CGY,D,56,54.78333333,1,0,0,0,1,12,8.33,31,21,6,0,0,4,2,1,1,0,0,0,1,0,1,1,0,0,0,-
2015,Vincent Trocheck,FLA,C,50,44.98333333,1,0,0,0,1,10,10,16,15,12,7,0,0,4,2,2,0,0,2,0,0,0,6,0,16,13,55.17
2015,Nick Shore,L.A,C,34,10.46666667,0,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,2,0,5,5,50
2015,William Karlsson,"ANA, CBJ",C,21,38.31666667,0,1,1,0,1,6,0,10,9,6,2,0,0,0,0,0,0,0,0,2,0,0,6,0,12,20,37.5
2015,Jonas Brodin,MIN,D,71,69.3,0,1,0,1,1,12,0,19,13,3,0,0,1,0,0,0,0,0,1,2,2,0,2,1,0,0,-
