Year,Player,Team,Position,GP,PKTOI,PKGoals,PKTotal_Assists,PKFirst_Assists,PKSecond_Assists,PKTotal_Points,PKShots,PKSHPer,PKiCF,PKiFF,PKiSCF,PKiHDCF,PKRush_Attempts,PKRebounds_Created,PKPIM,PKTotal_Penalties,PKMinor,PKMajor,PKMisconduct,PKPenalties_Drawn,PKGiveaways,PKTakeaways,PKHits,PKHits_Taken,PKShots_Blocked,PKFaceoffs_Won,PKFaceoffs_Lost,PKFaceoffs_Per
2017,Carl Soderberg,COL,C,80,54.76666667,0,0,0,0,0,4,0,8,6,2,1,3,0,0,0,0,0,0,1,0,1,0,0,0,14,24,36.84
2017,Nicklas Grossmann,CGY,D,3,3.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2017,David Krejci,BOS,C,82,39.9,0,0,0,0,0,1,0,3,3,2,0,0,0,0,0,0,0,0,1,1,1,0,1,4,17,22,43.59
2017,Alexei Emelin,MTL,D,76,195.9833333,0,0,0,0,0,0,0,1,0,0,0,0,0,10,5,5,0,0,5,20,5,25,3,32,0,0,-
2017,Alexander Edler,VAN,D,68,175.8166667,0,0,0,0,0,2,0,2,2,0,0,0,0,2,1,1,0,0,1,3,6,5,0,34,0,0,-
2017,Kevin Porter,PIT,C,2,2.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-
2017,Torrey Mitchell,MTL,C,78,143.3666667,0,0,0,0,0,4,0,7,5,3,1,1,0,0,0,0,0,0,4,3,8,2,2,9,74,61,54.81
2017,Ryan Callahan,T.B,R,18,35.58333333,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,3,3,3,1,5,1,3,25
2017,Kris Versteeg,CGY,R,69,1.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,1,0,0,0,0,0,0,0,-
2017,Adam Pardy,NSH,D,4,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Roman Polak,TOR,D,75,217.9333333,0,0,0,0,0,2,0,5,4,0,0,0,0,12,2,1,0,1,3,7,3,27,4,37,0,1,0
2017,Matt Hunwick,TOR,D,72,191.7666667,0,0,0,0,0,5,0,6,5,0,0,0,0,6,3,3,0,0,2,8,8,10,7,27,0,0,-
2017,Jannik Hansen,"S.J, VAN",R,43,63.03333333,0,0,0,0,0,2,0,3,3,2,2,0,0,0,0,0,0,0,1,1,2,2,2,4,0,0,-
2017,Rene Bourque,COL,R,65,9.783333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Cody McLeod,"COL, NSH",L,59,1.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0
2017,Paul Stastny,STL,C,66,107.5833333,0,0,0,0,0,4,0,5,5,5,0,0,0,0,0,0,0,0,1,0,4,2,1,9,98,84,53.85
2017,Sidney Crosby,PIT,C,75,9.683333333,0,0,0,0,0,2,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,36.84
2017,Bobby Ryan,OTT,R,62,2.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,-
2017,Benoit Pouliot,EDM,L,67,90.71666667,0,0,0,0,0,2,0,5,4,3,0,1,0,2,1,1,0,0,1,3,6,2,1,9,0,1,0
2017,Jack Skille,VAN,R,55,0.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Devin Setoguchi,L.A,R,45,0.183333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Martin Hanzal,"ARI, MIN",C,71,97.88333333,0,0,0,0,0,12,0,14,12,4,2,2,2,0,0,0,0,0,2,1,4,1,3,4,54,61,46.96
2017,Jakub Kindl,FLA,D,39,7.616666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2017,James Neal,NSH,"L, R",70,3.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0
2017,Taylor Chorney,WSH,D,18,13.58333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,-
2017,Kris Russell,EDM,D,68,158.0166667,0,0,0,0,0,0,0,2,1,0,0,0,0,4,2,2,0,0,1,11,2,4,2,35,0,0,-
2017,Cody Franson,BUF,D,68,57.16666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,0,-
2017,Vladimir Sobotka,STL,L,1,1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
2017,Cody Bass,NSH,C,9,4.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
2017,Chris Butler,STL,D,1,1.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Chris VandeVelde,PHI,C,81,201.8666667,0,0,0,0,0,5,0,6,5,1,1,0,0,2,1,1,0,0,1,2,4,5,5,13,4,6,40
2017,Ryan Reaves,STL,R,80,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,2,10,0,0,0,0,0,0,0,-
2017,Anton Stralman,T.B,D,73,191.45,0,0,0,0,0,2,0,4,3,0,0,0,1,2,1,1,0,0,0,2,5,9,3,16,0,0,-
2017,Patric Hornqvist,PIT,R,70,1.766666667,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Andrew Desjardins,CHI,"C, L",46,30.01666667,0,0,0,0,0,3,0,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,5,4,2,66.67
2017,David Desharnais,"EDM, MTL",C,49,0.866666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2017,Stephen Gionta,NYI,R,26,33.85,0,0,0,0,0,2,0,3,2,2,0,0,0,0,0,0,0,0,0,1,0,2,0,2,12,18,40
2017,Bryan Little,WPG,C,59,68.15,0,0,0,0,0,6,0,8,7,6,2,1,1,2,1,1,0,0,0,2,2,1,0,3,29,53,35.37
2017,Alex Biega,VAN,D,36,23.11666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,-
2017,Nick Foligno,CBJ,L,79,47.16666667,0,0,0,0,0,1,0,2,2,0,0,0,0,4,2,2,0,0,4,1,2,1,1,1,10,12,45.45
2017,Derek Dorsett,VAN,R,14,5.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,1,0,0,0,-
2017,Erik Johnson,COL,D,46,129.2333333,0,0,0,0,0,6,0,9,7,2,1,1,0,0,0,0,0,0,0,2,3,12,0,25,0,0,-
2017,Kyle Okposo,BUF,R,65,9.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Trevor Lewis,L.A,C,82,101.2666667,0,0,0,0,0,6,0,12,11,4,3,1,0,0,0,0,0,0,2,1,4,4,3,5,3,5,37.5
2017,Jamie McGinn,ARI,L,72,1.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Ryan White,"ARI, MIN",C,65,18.88333333,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,5,0,0,1,0,0,3,5,37.5
2017,Eric Gryba,EDM,D,40,52.43333333,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,4,1,1,13,1,5,0,0,-
2017,Milan Lucic,EDM,L,82,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,5,0,0,0,0,0,0,1,0
2017,Chris Stewart,MIN,R,79,0.216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,7,0,0,0,0,0,0,0,-
2017,Matt Beleskey,BOS,L,49,25.1,0,0,0,0,0,3,0,4,3,3,0,0,0,0,0,0,0,0,2,0,1,6,3,2,2,3,40
2017,Cal Clutterbuck,NYI,R,66,136.95,0,0,0,0,0,6,0,9,8,6,3,2,0,0,0,0,0,0,5,2,5,9,5,6,1,2,33.33
2017,Jeff Petry,MTL,D,80,144.0333333,0,0,0,0,0,1,0,3,3,0,0,0,0,4,2,2,0,0,0,10,1,19,2,19,0,0,-
2017,Patrik Berglund,STL,C,82,102.4166667,0,0,0,0,0,7,0,12,11,7,4,1,0,0,0,0,0,0,2,1,5,3,1,6,40,58,40.82
2017,Derick Brassard,OTT,C,81,6.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,57.14
2017,Phil Kessel,PIT,"C, R",82,1.683333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2017,Korbinian Holzer,ANA,D,32,27.51666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,0,4,0,0,-
2017,Nicklas Backstrom,WSH,C,82,57.75,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,2,1,1,3,0,3,13,35,27.08
2017,Brian Strait,WPG,D,5,1.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2017,Artem Anisimov,CHI,C,64,53.16666667,0,0,0,0,0,3,0,3,3,3,1,2,0,4,2,2,0,0,0,0,1,2,2,4,13,19,40.63
2017,Erik Condra,T.B,R,13,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-
2017,Jonathan Toews,CHI,C,72,93.48333333,0,0,0,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,2,2,1,2,5,76,76,50
2017,Mathieu Perreault,WPG,C,65,1.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,1,0,0,0,1,0
2017,David Schlemko,S.J,D,62,27.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,5,0,0,-
2017,Ben Lovejoy,N.J,D,82,269.1833333,0,0,0,0,0,3,0,3,3,0,0,1,0,9,3,2,1,0,2,5,4,10,1,36,0,0,-
2017,Teddy Purcell,L.A,"L, R",12,0.316666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Karl Alzner,WSH,D,82,251.2166667,0,0,0,0,0,4,0,5,5,0,0,0,0,0,0,0,0,0,1,13,7,17,4,38,0,0,-
2017,Justin Falk,BUF,D,52,38.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,11,0,0,-
2017,Steven Kampfer,"FLA, NYR",D,11,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Paul Carey,WSH,C,6,3.35,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Ian Cole,PIT,D,81,195.5,0,0,0,0,0,0,0,2,2,0,0,0,1,4,2,2,0,0,2,7,6,12,5,44,0,0,-
2017,Patrick Maroon,EDM,L,81,1.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,-
2017,James van Riemsdyk,TOR,L,82,1.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-
2017,Sam Gagner,CBJ,C,81,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Chris Terry,MTL,L,14,3.266666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,-
2017,Thomas Hickey,NYI,D,76,140.5,0,0,0,0,0,0,0,3,2,2,0,0,0,2,1,1,0,0,1,5,2,8,1,30,0,0,-
2017,Kyle Turris,OTT,C,78,56.1,0,0,0,0,0,5,0,8,6,7,2,2,0,2,1,1,0,0,2,0,2,0,2,9,28,22,56
2017,Paul Postma,WPG,D,65,2.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Brendan Smith,"DET, NYR",D,51,95.86666667,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,5,4,1,5,5,10,0,0,-
2017,Brandon Sutter,VAN,C,81,152.9833333,0,0,0,0,0,8,0,11,10,8,2,2,0,2,1,1,0,0,4,6,7,3,1,13,104,105,49.76
2017,Dwight King,"L.A, MTL",L,80,110.0666667,0,0,0,0,0,6,0,8,6,5,1,0,1,0,0,0,0,0,1,1,2,1,1,10,0,1,0
2017,Carl Gunnarsson,STL,D,56,45.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,6,0,0,-
2017,Yannick Weber,NSH,D,73,13.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,-
2017,Patrick Kane,CHI,R,82,6.233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
2017,Robert Bortuzzo,STL,D,38,33.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,4,0,0,-
2017,Jakub Voracek,PHI,R,82,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Jake Muzzin,L.A,D,82,175.6166667,0,0,0,0,0,3,0,8,7,2,0,0,0,0,0,0,0,0,1,11,5,22,3,27,0,0,-
2017,Micheal Haley,S.J,C,58,0.966666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,11,0,0,1,0,0,0,0,-
2017,Jason Garrison,T.B,D,70,151.7333333,0,0,0,0,0,1,0,3,2,0,0,0,0,0,0,0,0,0,1,5,1,12,3,17,0,0,-
2017,Steven Stamkos,T.B,C,17,12.28333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,5,8,38.46
2017,Alex Pietrangelo,STL,D,80,241.3833333,0,0,0,0,0,9,0,12,12,3,0,2,0,6,3,3,0,0,1,7,10,4,7,32,0,0,-
2017,Zach Bogosian,BUF,D,56,98.31666667,0,0,0,0,0,1,0,2,2,0,0,0,0,2,1,1,0,0,5,3,0,1,0,10,0,0,-
2017,Luke Schenn,ARI,D,78,175.8166667,0,0,0,0,0,2,0,3,3,0,0,0,0,19,4,2,1,1,7,4,2,17,2,28,0,0,-
2017,Colin Wilson,NSH,"C, L",70,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Josh Bailey,NYI,"C, R",82,34.2,0,0,0,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0,0,0,2,1,0,4,3,2,60
2017,Joe Colborne,COL,C,62,29.33333333,0,0,0,0,0,1,0,1,1,1,0,0,0,4,2,2,0,0,2,1,1,0,1,1,5,3,62.5
2017,Luca Sbisa,VAN,D,82,181.1166667,0,0,0,0,0,2,0,4,3,2,0,0,0,0,0,0,0,0,3,5,2,6,3,17,0,0,-
2017,Jake Gardiner,TOR,D,82,25.73333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,-
2017,Jordan Eberle,EDM,"C, R",82,1.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
2017,Cody Goloubef,COL,D,33,57.81666667,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,2,1,0,2,1,5,0,0,-
2017,Justin Schultz,PIT,D,78,5.783333333,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-
2017,Patrick Wiercioch,COL,D,57,80.18333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,4,0,0,-
2017,Cameron Gaunce,PIT,D,12,12.38333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,1,0,0,2,0,0,-
2017,Travis Hamonic,NYI,D,49,110.9333333,0,0,0,0,0,2,0,3,2,0,0,1,0,4,2,2,0,0,2,7,1,1,0,21,0,0,-
2017,Marco Scandella,MIN,D,71,119.1166667,0,0,0,0,0,2,0,4,2,0,0,0,1,2,1,1,0,0,0,1,7,3,3,11,0,0,-
2017,Jimmy Hayes,BOS,R,58,0.266666667,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-
2017,Jori Lehtera,STL,C,64,27.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,3,15,16.67
2017,Michael Stone,"ARI, CGY",D,64,118.4333333,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,0,3,1,6,0,31,0,0,-
2017,Lance Bouma,CGY,"C, L",61,98.46666667,0,0,0,0,0,5,0,10,8,5,2,1,0,5,1,0,1,0,3,0,3,1,0,9,1,2,33.33
2017,David Warsofsky,PIT,D,7,5.716666667,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,-
2017,Dale Weise,PHI,R,64,0.516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-
2017,Gustav Nyquist,DET,"C, R",76,1.416666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-
2017,Derek Grant,"BUF, NSH",C,46,100.4,0,0,0,0,0,1,0,3,3,1,1,0,0,7,2,1,1,0,1,4,5,2,0,11,29,33,46.77
2017,Greg Pateryn,"DAL, MTL",D,36,24.36666667,0,0,0,0,0,1,0,1,1,0,0,0,0,4,2,2,0,0,0,0,1,0,1,7,0,0,-
2017,Mark Borowiecki,OTT,D,70,50.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,1,10,3,10,0,0,-
2017,Philip Larsen,VAN,D,26,0.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Matt Martin,TOR,L,82,27.26666667,0,0,0,0,0,4,0,4,4,3,2,0,1,4,2,2,0,0,14,0,2,5,0,2,0,3,0
2017,Mark Barberio,"COL, MTL",D,60,30.25,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,2,0,0,-
2017,Luke Witkowski,T.B,D,34,1.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,-
2017,Ben Smith,"COL, TOR",R,40,87.36666667,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,15,64,80,44.44
2017,Tommy Wingels,"OTT, S.J",C,73,51.85,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,7,5,8,38.46
2017,Zach Redmond,MTL,D,16,0.983333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Matt Bartkowski,CGY,D,24,10.63333333,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,1,2,0,0,1,0,0,0,0,-
2017,Dalton Prout,"CBJ, N.J",D,29,25.81666667,0,0,0,0,0,1,0,1,1,0,0,0,1,17,3,1,1,1,2,2,0,3,0,2,0,0,-
2017,Antoine Roussel,DAL,L,60,120.1666667,0,0,0,0,0,5,0,5,5,4,2,0,1,16,4,3,0,1,10,2,3,7,3,11,0,0,-
2017,Tyler Johnson,T.B,C,66,134.2,0,0,0,0,0,7,0,9,8,5,2,2,1,0,0,0,0,0,0,3,5,2,3,5,68,66,50.75
2017,Brian Lashoff,DET,D,5,1.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Mike Hoffman,OTT,"C, L",74,2.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,0,0,0,-
2017,Tyler Bozak,TOR,C,78,3.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,8,7,53.33
2017,Jordan Schroeder,MIN,C,37,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Marcus Johansson,WSH,L,82,3.116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,-
2017,Simon Despres,ANA,D,1,2.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Kyle Clifford,L.A,L,73,1.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,-
2017,Anton Lander,EDM,C,22,41.85,0,0,0,0,0,1,0,2,1,1,0,0,0,2,1,1,0,0,0,0,2,1,1,6,17,17,50
2017,Victor Hedman,T.B,D,79,162.4666667,0,0,0,0,0,3,0,4,4,1,0,0,0,2,1,1,0,0,4,1,5,10,2,15,0,0,-
2017,Evander Kane,BUF,L,70,91.46666667,0,0,0,0,0,5,0,8,6,4,3,0,0,26,5,3,0,2,7,2,4,1,1,5,4,4,50
2017,Brayden Schenn,PHI,C,79,0.983333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Oliver Ekman-Larsson,ARI,D,79,127.45,0,0,0,0,0,1,0,2,2,0,0,0,0,4,2,2,0,0,3,0,2,7,2,14,0,0,-
2017,Nazem Kadri,TOR,C,82,3.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,1,1,0,3,0,0,0,0,0,4,1,80
2017,Magnus Paajarvi,STL,L,32,21.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,-
2017,Calvin de Haan,NYI,D,82,155.5833333,0,0,0,0,0,2,0,4,2,0,0,1,0,10,2,0,2,0,2,2,2,12,2,36,0,0,-
2017,Zack Kassian,EDM,R,79,87.15,0,0,0,0,0,4,0,6,6,4,3,1,0,16,4,3,0,1,6,6,1,3,1,5,0,1,0
2017,Dmitry Kulikov,BUF,D,47,75.41666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,1,2,10,0,0,-
2017,Peter Holland,"ARI, TOR",C,48,6.483333333,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,2,3,40
2017,Nick Leddy,NYI,D,81,61.06666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,9,0,9,0,0,-
2017,Chris Kreider,NYR,"C, L",75,0.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,-
2017,Jacob Josefson,N.J,C,38,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,3,66.67
2017,John Moore,N.J,D,63,116.2,0,0,0,0,0,1,0,2,2,1,0,0,0,9,3,2,1,0,2,3,1,5,2,10,0,0,-
2017,Brayden McNabb,L.A,D,49,28.11666667,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,1,0,4,0,5,0,0,-
2017,Tomas Tatar,DET,"C, L",82,1.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Tyson Barrie,COL,D,74,36.78333333,0,0,0,0,0,2,0,2,2,1,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,-
2017,Eric Gelinas,COL,D,27,3.216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Dmitry Orlov,WSH,D,82,20.53333333,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1,1,0,0,1,1,0,0,0,1,0,0,-
2017,Brandon Pirri,NYR,"C, R",60,0.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,1,0,0,1,0,0,0,0,-
2017,Brian Dumoulin,PIT,D,70,128.9833333,0,0,0,0,0,2,0,2,2,1,1,0,0,2,1,1,0,0,0,4,2,7,1,14,0,0,-
2017,Richard Panik,CHI,R,82,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,-
2017,Drew Shore,VAN,C,14,11.21666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,1,80
