Year,Player,Team,Position,GP,PKTOI,PKGoals,PKTotal_Assists,PKFirst_Assists,PKSecond_Assists,PKTotal_Points,PKShots,PKSHPer,PKiCF,PKiFF,PKiSCF,PKiHDCF,PKRush_Attempts,PKRebounds_Created,PKPIM,PKTotal_Penalties,PKMinor,PKMajor,PKMisconduct,PKPenalties_Drawn,PKGiveaways,PKTakeaways,PKHits,PKHits_Taken,PKShots_Blocked,PKFaceoffs_Won,PKFaceoffs_Lost,PKFaceoffs_Per
2017,Sami Vatanen,ANA,D,71,153.2166667,0,0,0,0,0,3,0,5,5,1,0,0,1,0,0,0,0,0,2,3,1,3,3,23,0,0,-
2017,Craig Smith,NSH,"C, R",78,1.266666667,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,50
2017,Chris Wideman,OTT,D,76,5.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2017,Casey Cizikas,NYI,C,59,126.7166667,0,0,0,0,0,8,0,8,8,7,6,1,1,2,1,1,0,0,6,1,10,6,1,16,62,82,43.06
2017,Nicolas Deslauriers,BUF,L,42,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,0,0,0,0,0,0,0,-
2017,Cody Eakin,DAL,C,60,102.6333333,0,0,0,0,0,4,0,6,6,2,0,1,0,15,2,0,1,1,3,4,5,3,0,8,51,54,48.57
2017,Kevin Connauton,ARI,D,24,19.85,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,0,1,0,1,1,1,0,2,0,0,-
2017,Gabriel Dumont,T.B,C,39,12.88333333,0,0,0,0,0,1,0,1,1,0,0,0,0,7,2,1,1,0,2,1,1,0,0,1,19,13,59.38
2017,Wade Megan,STL,C,3,1.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50
2017,Gabriel Bourque,COL,L,6,13.23333333,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-
2017,Seth Helgeson,N.J,D,9,9.533333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,-
2017,Byron Froese,"T.B, TOR",C,6,1.283333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,50
2017,Ben Chiarot,WPG,D,59,116.6833333,0,0,0,0,0,3,0,3,3,0,0,0,0,4,2,2,0,0,0,8,1,6,2,19,0,0,-
2017,Erik Haula,MIN,"C, L",72,77.16666667,0,0,0,0,0,6,0,7,7,2,0,0,0,10,1,0,0,1,1,2,4,0,2,6,17,27,38.64
2017,Curtis McKenzie,DAL,L,53,52.58333333,0,0,0,0,0,2,0,5,4,3,1,0,0,12,2,1,0,1,4,1,3,3,2,3,0,0,-
2017,Anders Lee,NYI,"C, L",81,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Marcus Kruger,CHI,C,70,155.0166667,0,0,0,0,0,12,0,16,12,7,2,0,0,4,2,2,0,0,2,2,3,2,2,13,29,65,30.85
2017,Jordan Nolan,L.A,C,46,0.716666667,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,2,1,0,4,0,0,0,0,0,0,0,-
2017,Nic Dowd,L.A,C,70,3.916666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0
2017,Justin Dowling,DAL,C,9,1.016666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2017,Brenden Dillon,S.J,D,81,65.26666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,5,1,1,7,0,5,0,0,-
2017,Radko Gudas,PHI,D,67,127.7666667,0,0,0,0,0,7,0,9,9,2,1,0,0,2,1,1,0,0,6,2,2,34,4,12,0,0,-
2017,Shane Harper,FLA,R,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Nate Prosser,MIN,D,39,23.3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,7,0,0,-
2017,Christopher Tanev,VAN,D,53,153.1666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,3,3,4,4,26,0,0,-
2017,Mats Zuccarello,NYR,"C, R",80,34.61666667,0,0,0,0,0,1,0,4,2,0,0,0,0,0,0,0,0,0,1,1,3,0,2,3,1,0,100
2017,Oscar Lindberg,NYR,C,65,8.816666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,2,0,1,6,8,42.86
2017,Jason Zucker,MIN,L,79,48.43333333,0,0,0,0,0,3,0,3,3,2,2,1,0,0,0,0,0,0,2,0,5,2,2,3,0,1,0
2017,Johan Larsson,BUF,"C, L",36,44.78333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,1,4,11,12,47.83
2017,Stephen Johns,DAL,D,61,124.4,0,0,0,0,0,2,0,5,4,0,0,0,0,0,0,0,0,0,4,2,3,9,2,24,0,0,-
2017,Greg McKegg,"FLA, T.B",C,46,21.23333333,0,0,0,0,0,1,0,1,1,0,0,0,0,5,1,0,1,0,2,1,0,0,1,0,3,3,50
2017,Jordan Weal,PHI,C,23,0.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Evgeny Kuznetsov,WSH,C,82,2.983333333,0,0,0,0,0,0,0,1,1,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,2,1,66.67
2017,Charlie Coyle,MIN,C,82,29.6,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,2,1,1,2,0,3,1,0,100
2017,Patrik Nemeth,DAL,D,40,40.8,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,2,0,3,0,0,-
2017,Jon Merrill,N.J,D,51,75.36666667,0,0,0,0,0,2,0,2,2,0,0,1,1,0,0,0,0,0,0,1,1,1,2,7,0,0,-
2017,Tyler Pitlick,EDM,"C, R",31,4.366666667,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100
2017,Justin Faulk,CAR,D,75,54.63333333,0,0,0,0,0,3,0,4,3,2,0,1,0,4,2,2,0,0,1,3,1,5,1,2,0,0,-
2017,Alex Petrovic,FLA,D,49,64.3,0,0,0,0,0,2,0,2,2,0,0,0,0,2,1,1,0,0,4,5,1,1,2,4,0,0,-
2017,Devante Smith-Pelly,N.J,R,53,66.46666667,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,5,3,10,23.08
2017,Nick Bjugstad,FLA,C,54,0.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0
2017,Beau Bennett,N.J,R,65,1.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Vladimir Tarasenko,STL,R,82,14.46666667,0,0,0,0,0,3,0,3,3,2,1,0,0,2,1,1,0,0,1,1,1,0,0,1,1,0,100
2017,Jaden Schwartz,STL,"C, L",78,84.83333333,0,0,0,0,0,9,0,9,9,8,4,2,0,0,0,0,0,0,0,1,3,0,1,7,4,5,44.44
2017,Emerson Etem,ANA,"L, R",3,0.933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Riley Sheahan,DET,C,80,68.46666667,0,0,0,0,0,5,0,7,6,2,0,0,1,0,0,0,0,0,0,2,1,2,1,3,11,13,45.83
2017,Petter Granberg,NSH,D,10,3.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,-
2017,Chris Wagner,ANA,"C, R",43,60.18333333,0,0,0,0,0,2,0,6,4,4,2,3,0,0,0,0,0,0,2,1,2,4,0,9,5,9,35.71
2017,Jeff Skinner,CAR,"C, L",79,1.516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Erik Gudbranson,VAN,D,30,79.85,0,0,0,0,0,2,0,2,2,0,0,0,0,0,0,0,0,0,4,4,0,2,0,12,0,0,-
2017,Taylor Hall,N.J,L,72,20.06666667,0,0,0,0,0,2,0,2,2,1,0,0,0,2,1,1,0,0,2,0,0,1,1,2,0,1,0
2017,Brett Connolly,WSH,R,66,2.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,1,0,0,0,0,0,0,0,-
2017,Tyler Seguin,DAL,C,82,2.633333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2017,Dylan McIlrath,"FLA, NYR",D,6,1.1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,-
2017,Mark Pysyk,FLA,D,82,231.75,0,0,0,0,0,1,0,4,4,1,1,0,0,0,0,0,0,0,1,3,4,8,0,23,0,0,-
2017,Nino Niederreiter,MIN,R,82,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,2,0,0,0,0,0,0,0,-
2017,Michael Chaput,VAN,C,68,32.8,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,2,33.33
2017,Julian Melchiori,WPG,D,18,14.28333333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,-
2017,Joonas Donskoi,S.J,R,61,0.233333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Marcus Sorensen,S.J,R,19,12.08333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,-
2017,Brendan Gallagher,MTL,R,64,1.933333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-
2017,Jesper Fast,NYR,R,68,106.05,0,0,0,0,0,3,0,3,3,2,2,1,0,2,1,1,0,0,0,1,5,5,3,7,7,21,25
2017,Kevin Gravel,L.A,D,49,25.55,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,1,4,0,0,-
2017,Anthony Bitetto,NSH,D,29,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-
2017,Brandon Davidson,"EDM, MTL",D,38,33.21666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4,0,0,-
2017,Freddie Hamilton,CGY,C,26,8.983333333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,62.5
2017,John Klingberg,DAL,D,80,20.91666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-
2017,Micheal Ferland,CGY,L,76,2.766666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,3,0,0,0,0,0,0,0,-
2017,Mark Stone,OTT,R,71,4.466666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,-
2017,Marek Hrivik,NYR,L,16,4.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
2017,Michael Sgarbossa,"ANA, FLA",C,38,4.566666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0
2017,Harry Zolnierczyk,NSH,L,24,1.083333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,100
2017,Steve Oleksy,PIT,D,11,12.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,1,2,0,0,-
2017,Taylor Fedun,BUF,D,27,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Paul Thompson,FLA,R,21,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,-
2017,Jyrki Jokipakka,"CGY, OTT",D,41,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2017,Matthew Peca,T.B,C,10,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Ondrej Palat,T.B,L,75,127.75,0,0,0,0,0,4,0,5,5,4,3,0,0,5,1,0,1,0,6,3,9,4,4,21,0,1,0
2017,Scott Wilson,PIT,"C, L",78,2.616666667,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,1,1,0,0,0,0,0,0,0,-
2017,Nikita Nesterov,"MTL, T.B",D,48,2.116666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-
2017,Frank Corrado,"PIT, TOR",D,4,2.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,-
2017,Rob O'Gara,BOS,D,3,6.583333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2017,Lukas Sedlak,CBJ,C,62,35.6,0,0,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0,0,2,0,1,3,0,2,12,11,52.17
2017,Dylan DeMelo,S.J,D,25,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,-
2017,Iiro Pakarinen,EDM,R,14,3.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-
2017,Tyler Graovac,MIN,C,52,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Johnny Gaudreau,CGY,L,72,1.983333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Blake Pietila,N.J,L,10,12.35,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1,2,0,0,0,3,7,30
2017,Sean Kuraly,BOS,C,8,0.983333333,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Andrew Shaw,MTL,C,68,8.15,0,0,0,0,0,0,0,0,0,0,0,0,0,47,6,1,1,4,3,2,1,0,0,2,1,4,20
2017,Shane Prince,NYI,"C, L",50,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,2,0,0,0,0,0,0,0,-
2017,Nick Cousins,PHI,C,60,1.483333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100
2017,Blake Coleman,N.J,C,23,24.11666667,0,0,0,0,0,2,0,3,3,3,1,0,0,2,1,1,0,0,1,0,0,0,1,1,8,19,29.63
2017,Klas Dahlbeck,CAR,D,43,18.06666667,0,0,0,0,0,1,0,2,2,1,1,0,1,0,0,0,0,0,1,0,0,2,0,3,0,0,-
2017,Andy Andreoff,L.A,"C, L",36,6.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,2,0,0,0,1,0,0,0,2,0
2017,Alan Quine,NYI,C,61,22.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,7,17,29.17
2017,Josh Leivo,TOR,L,13,0.433333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Robbie Russo,DET,D,19,21.5,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,-
2017,Mike Reilly,MIN,D,17,0.383333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Reid Boucher,"N.J, NSH, VAN",C,39,1.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-
2017,Ty Rattie,"CAR, STL",R,9,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Scott Mayfield,NYI,D,25,0.516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0,1,1,3,0,0,0,1,0,0,0,-
2017,Tomas Jurco,"CHI, DET",L,29,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Adam Clendening,NYR,D,31,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Dmitrij Jaskin,STL,R,51,1.033333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Brandon Saad,CBJ,L,82,40.73333333,0,0,0,0,0,2,0,5,4,3,2,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,100
2017,Brett Ritchie,DAL,R,78,1.283333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Markus Granlund,VAN,C,69,83.68333333,0,0,0,0,0,6,0,10,7,4,1,0,0,0,0,0,0,0,1,2,2,0,1,1,5,13,27.78
2017,Joel Edmundson,STL,D,69,130.0666667,0,0,0,0,0,1,0,1,1,0,0,0,0,2,1,1,0,0,6,4,1,8,2,15,0,0,-
2017,Xavier Ouellet,DET,D,66,125.7,0,0,0,0,0,2,0,3,3,1,0,0,0,17,3,1,1,1,2,5,0,6,2,18,0,2,0
2017,Miikka Salomaki,NSH,R,5,5.616666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-
2017,Scott Harrington,CBJ,D,22,6.716666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,-
2017,Ryan Sproul,DET,D,27,1.766666667,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Nikita Kucherov,T.B,R,74,1.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,-
2017,Ryan Nugent-Hopkins,EDM,C,82,142.0833333,0,0,0,0,0,12,0,21,14,13,3,2,2,2,1,1,0,0,2,3,5,2,1,7,38,78,32.76
2017,Jonathan Huberdeau,FLA,"C, L",31,2.883333333,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Adam Larsson,EDM,D,79,126.3666667,0,0,0,0,0,3,0,3,3,0,0,0,0,5,1,0,1,0,3,3,3,19,0,26,0,0,-
2017,Ryan Strome,NYI,"C, R",69,1.316666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
2017,Mika Zibanejad,NYR,C,56,39,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,2,21,46,31.34
2017,Jonas Brodin,MIN,D,68,126.5666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,1,0,1,3,12,0,0,-
2017,Duncan Siemens,COL,D,3,3.216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-
2017,Ryan Murphy,CAR,D,27,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,-
2017,Sven Baertschi,VAN,L,68,18.98333333,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,-
2017,Nathan Beaulieu,MTL,D,74,71.56666667,0,0,0,0,0,1,0,1,1,0,0,0,0,10,1,0,0,1,1,0,0,3,2,5,0,0,-
2017,Stefan Noesen,"ANA, N.J",R,44,16.95,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,1,1,0,0,0,0,0,1,0
2017,Joe Morrow,BOS,D,17,13.78333333,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,-
2017,Matt Puempel,"NYR, OTT",L,40,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Rickard Rakell,ANA,"C, R",71,0.616666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Seth Griffith,"FLA, TOR",C,24,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Samuel Henley,COL,C,1,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Colin Miller,BOS,D,61,15.63333333,0,0,0,0,0,1,0,1,1,0,0,0,0,10,1,0,0,1,2,0,0,0,0,0,0,0,-
2017,Jonathan Marchessault,FLA,C,75,3.366666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,80
2017,Barclay Goodrow,S.J,R,3,1.216666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-
2017,Brad Hunt,"NSH, STL",D,12,2.966666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Torey Krug,BOS,D,81,30.08333333,0,0,0,0,0,2,0,3,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,-
2017,Karl Stollery,N.J,D,11,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Matt Tennyson,CAR,D,45,13.86666667,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,-
2017,Brian Flynn,MTL,C,51,75.86666667,0,0,0,0,0,3,0,3,3,1,1,0,1,0,0,0,0,0,1,2,2,0,4,6,15,27,35.71
2017,Luke Glendening,DET,C,74,166.85,0,0,0,0,0,6,0,9,9,5,3,0,0,4,2,2,0,0,0,3,4,11,2,15,71,75,48.63
2017,Alex Galchenyuk,MTL,C,61,1.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2017,Morgan Rielly,TOR,D,76,178.5,0,0,0,0,0,7,0,9,8,0,0,0,0,0,0,0,0,0,1,11,4,2,3,26,0,0,-
2017,Hampus Lindholm,ANA,D,66,159.9666667,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,3,5,0,13,5,17,0,0,-
2017,Nail Yakupov,STL,R,40,0.166666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-
2017,Phillip Di Giuseppe,CAR,L,36,0.883333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Brendan Gaunce,VAN,C,57,27.7,0,0,0,0,0,1,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,3,1,1,4,1,80
2017,Brady Skjei,NYR,D,80,23.18333333,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,4,0,3,0,0,-
2017,Olli Maatta,PIT,D,55,127.3833333,0,0,0,0,0,1,0,2,1,0,0,0,0,2,1,1,0,0,2,5,2,8,3,17,0,0,-
2017,Jordan Schmaltz,STL,D,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Zemgus Girgensons,BUF,C,75,86.46666667,0,0,0,0,0,4,0,7,4,3,1,1,1,2,1,1,0,0,0,0,2,0,0,4,4,8,33.33
2017,Tom Wilson,WSH,R,82,168.6666667,0,0,0,0,0,9,0,13,10,5,3,0,0,4,2,2,0,0,10,2,9,13,12,16,0,1,0
2017,Tomas Hertl,S.J,C,49,59.16666667,0,0,0,0,0,2,0,2,2,1,0,0,1,2,1,1,0,0,0,1,2,5,0,9,28,30,48.28
2017,Teuvo Teravainen,CAR,L,81,1.283333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
2017,Derrick Pouliot,PIT,D,11,12.18333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,-
2017,Slater Koekkoek,T.B,D,29,10.18333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,-
2017,Mikhail Grigorenko,COL,C,75,82.03333333,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,6,2,1,2,23,7,76.67
2017,Radek Faksa,DAL,C,80,158.6333333,0,0,0,0,0,6,0,13,10,12,3,4,1,8,4,4,0,0,4,3,8,5,3,16,94,127,42.53
2017,Oskar Sundqvist,PIT,C,10,4.95,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,50
